X,Y,OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed
-11666124.0049,4890294.943,39,8233,1CD2,small_airport,Tonga Airport,40.167377,-104.798575,4925,NA,US,US-CO,Platteville,no,1CD2,,1CD2,,,Reck,DENVER APP,119.3,3000,24,ASPH,0,0
-9053503.1317,3716068.8586,40,8297,1GA0,small_airport,Eagle Neck Airport,31.6394004821777,-81.3290023803711,10,NA,US,US-GA,Shellman Bluff,no,1GA0,,1GA0,,,,UNICOM,122.725,3744,41,ASPH,1,0
-12788645.8163,4205481.6763,41,8402,1L4,small_airport,Kidwell Airport,35.305547,-114.88236,2605,NA,US,US-NV,Cal Nev Ari,no,K1L4,,1L4,,https://en.wikipedia.org/wiki/Kidwell_Airport,,Kidwell traffic,122.9,4140,65,DIRT-F,1,0
-9860591.5502,3887356.2018,42,8486,1MS8,small_airport,Columbus Air Force Base Auxiliary Field (Gunshy),32.940102,-88.579201,260,NA,US,US-MS,Shuqualak,no,1MS8,,1MS8,,,,MERIDIAN APP,31.48,6300,150,ASPH-CONC,0,0
-13565838.2494,6033881.9871,43,8732,1WA6,small_airport,Fall City Airport,47.5595016479492,-121.863998413086,140,NA,US,US-WA,Fall City,no,1WA6,,1WA6,,https://en.wikipedia.org/wiki/Fall_City_Airport,,Fall City Traffic,122.9,3000,25,ASPH-TURF,0,0
-11173775.0403,3456568.4069,44,8769,1XS8,small_airport,Pinon Ranch Airport,29.63383,-100.375729,1640,NA,US,US-TX,Brackettville,no,1XS8,,1XS8,,,,HOUSTON CNTR,126.625,4500,50,ASPH,0,0
-9449321.2417,3996152.6336,45,8787,20GA,small_airport,Earl L. Small Jr. Field/Stockmar Airport,33.7565002441,-84.8846969604,1110,NA,US,US-GA,Villa Rica,no,20GA,,20GA,,,,MULT,122.9,4500,50,ASPH,1,0
-10872202.1908,3681375.9827,46,8924,22XS,small_airport,Longhorn Auxiliary Landing Strip,31.373693,-97.666654,720,NA,US,US-TX,Fort Hood,no,22XS,,22XS,,,,TWR,143.35,3488,75,ASPH,0,0
-10872894.264,3679685.5564,47,8982,23XS,small_airport,Shorthorn Auxiliary Landing Strip,31.360727,-97.672871,720,NA,US,US-TX,Fort Hood,no,23XS,,23XS,,,,LONGHORN AUX TWR,143.35,2200,50,ASPH,0,0
-13307286.8862,4312797.9643,48,8990,24CL,small_airport,Boswell Airport,36.088444,-119.541392,205,NA,US,US-CA,Corcoran,no,24CL,,24CL,,,Salyer Farms,CTAF,122.9,7000,80,ASPH,0,0
-8873473.424,4250200.7751,49,9068,25NC,small_airport,Smith Air Strip,35.632717,-79.711768,560,NA,US,US-NC,Asheboro,no,25NC,,25NC,,,,MULTICOM,122.9,3100,60,TURF-G,1,0
-10571722.5651,3482563.4577,50,9078,25TA,small_airport,Ferris Airport,29.8365993499756,-94.967399597168,35,NA,US,US-TX,Baytown,no,25TA,,25TA,,,,HOUSTON CNTR,126.625,3600,75,CONC,0,0
-11401060.4974,4313608.9473,51,9080,25TS,small_airport,Miller Airfield,36.094331,-102.417469,3961,NA,US,US-TX,Dalhart,no,25TS,,25TS,,,,ALBUQUERQUE CNTR,132.65,6500,75,CONC-P,0,0
"-12597781.3136,4017967.9087,52,9138,27AZ,small_airport,Eagle Roost Airpark,33.919276,-113.167795,2206,NA,US,US-AZ,Aguila,no,27AZ,,27AZ,,,""aguila, eagle roost, valley of the eagles"",CTAF,122.9,3906,40,ASPH,1,0"
"-13103194.6223,4168026.4732,53,9191,28CL,closed,Borax Heliport,35.030498,-117.708,2400,NA,US,US-CA,Boron,no,,,,,,""28CL, US Borax Airstrip"",CTAF,122.8,60,60,ASPH,0,0"
-10989126.4921,3228010.5941,54,9223,28TA,small_airport,Duval County Ranch Co Airport,27.83359909,-98.71700287,665,NA,US,US-TX,Freer,no,28TA,,28TA,,,,HOUSTON CNTR,126.625,10280,34,ASPH,0,0
"-12567970.7332,3882780.9003,55,9236,29AZ,small_airport,Paloma Ranch Airport,32.905602,-112.900002,737,NA,US,US-AZ,Paloma,no,29AZ,,29AZ,,,""Davis Field, Gila River Ranch"",UNICOM,122.8,5500,60,ASPH,1,0"
-11061273.2252,4041539.4052,56,9277,29TX,small_airport,Lockett Airport,34.094807,-99.365108,1282,NA,US,US-TX,Vernon,no,29TX,,29TX,,,,FORT WORTH CNTR,127.45,3000,30,ASPH,0,0
-13503499.6063,4626773.6442,57,9354,2CL9,small_airport,Mustang Airport,38.334400177002,-121.304000854492,45,NA,US,US-CA,Galt,no,2CL9,,2CL9,,,,CTAF,122.9,4000,40,ASPH,0,0
"-13346485.3732,4254571.6016,58,14060,2CN4,small_airport,Wonderful Pistachios & Almonds Airport,35.664623,-119.893518,617,NA,US,US-CA,Lost Hills,no,2CN4,,2CN4,,,""7CA0, Paramount Farms"",CTAF,122.9,5002,60,ASPH,1,0"
-9078783.4049,4960353.9895,59,9368,2D7,small_airport,Beach City Airport,40.646598815918,-81.5560989379883,984,NA,US,US-OH,Beach City,no,2D7,,2D7,,,,CLEVELAND APP/DEP,125.5,3175,115,TURF-G,1,0
"-9740440.9729,4700462.7988,60,20770,2IG4,small_airport,Ed-Air Airport,38.851782,-87.49987,426,NA,US,US-IN,Oaktown,no,KI20,OTN,I20,http://www.edairinc.com/index.html,https://en.wikipedia.org/wiki/Ed-Air_Airport,""2IG4, KOTN, OTN, Emison, Green, Vincennes Executive Inn"",UNICOM,122.8,5800,100,ASPH,1,0"
-13413442.3771,5594562.4511,61,9696,2OR1,small_airport,Big Muddy Ranch Airport,44.828499,-120.495003,1641,NA,US,US-OR,Fossil,no,2OR1,,2OR1,,https://en.wikipedia.org/wiki/Big_Muddy_Ranch_Airport,Rajneeshpuram,UNICOM,122.8,4185,70,ASPH-G,1,0
-10708656.9534,3745301.2672,62,9772,2TA6,small_airport,Pyramid Ranch Airport,31.862699508667,-96.1975021362305,362,NA,US,US-TX,Fairfield,no,2TA6,,2TA6,,,,FORT WORTH CNTR,127.45,4700,72,CONC-G,0,0
-10934023.0381,3105791.854,63,9774,2TA8,small_airport,El Coyote Ranch Airport,26.85840034,-98.22200012,196,NA,US,US-TX,Encino,no,2TA8,,2TA8,,,,HOUSTON CNTR,126.625,5500,75,ASPH,1,0
"-11109711.2299,3334852.0084,64,9784,2TE8,closed,Wagner-Braxdale Airport,28.678992,-99.800234,570,NA,US,US-TX,Crystal City,no,,,,,,""2TE8, 2TE8, 2TE8"",HOUSTON CNTR,126.625,3600,38,ASP,0,0"
-11200632.845,3403281.5999,65,9809,2TX3,small_airport,La Fonda Ranch Airport,29.2168998718262,-100.616996765137,1020,NA,US,US-TX,Brackettville,no,2TX3,,2TX3,,,,HOUSTON CNTR,126.625,5280,50,ASPH,1,0
-11062563.7916,3246906.3598,66,9810,2TX4,small_airport,Lewis Ranch Airport,27.9836006164551,-99.3767013549805,540,NA,US,US-TX,Encinal,no,2TX4,,2TX4,,,,HOUSTON CNTR,126.625,4800,60,ASPH,1,0
-8668415.0818,4717633.2209,67,9835,2VG2,small_airport,Upperville Airport,38.9718017578125,-77.8696975708008,551,NA,US,US-VA,Upperville,no,2VG2,,2VG2,,,,UNICOM,122.725,5100,100,ASP,1,0
-11099989.0592,4026023.0555,68,9880,2XA0,small_airport,Foard County Airport,33.9793014526,-99.7128982544,1479,NA,US,US-TX,Crowell,no,2XA0,,2XA0,,,8F4,FORT WORTH CNTR,127.45,3200,39,ASPH-P,1,0
-10652722.5676,3765914.6921,69,9891,2XS3,small_airport,Glad Oaks Airport,32.019836,-95.695035,487,NA,US,US-TX,Palestine,no,2XS3,,2XS3,,,,FORT WORTH CNTR,127.45,4250,75,ASPH-P,0,0
-10956654.3437,3504899.5861,70,9893,2XS5,small_airport,Cross Triangle Ranch Airport,30.0104999542,-98.4253005981,1420,NA,US,US-TX,Twin Sisters,no,2XS5,,2XS5,,,,HOUSTON CNTR,126.625,3000,50,ASPH,0,0
-8525803.9703,4442424.7052,71,9985,31VA,small_airport,Aberdeen Field,37.0237998962402,-76.5886001586914,33,NA,US,US-VA,Smithfield,no,31VA,,31VA,,,,UNICOM,122.75,5921,60,ASPH,1,0
"-12458098.3958,3927656.1193,72,10080,34AZ,closed,Gila River Memorial Airport,33.243401,-111.913002,1185,NA,US,US-AZ,Chandler,no,,,,,,""34AZ, 34AZ, 34AZ"",UNICOM,122.8,5200,200,ASPH-P,0,0"
-13356780.4291,4318785.928,73,10175,36CA,small_airport,Stone Land County Airport,36.1319007873535,-119.986000061035,265,NA,US,US-CA,Stratford,no,36CA,,36CA,,,,CTAF,122.9,3300,30,ASPH,0,0
-13359344.6668,4250675.0896,74,10177,36CN,closed,Blackwell Land Company Airport,35.63618,-120.009035,760,NA,US,US-CA,Lost Hills,no,,,,,,36CN,CTAF,122.9,4200,40,ASPH-TRTD,0,0
-10163424.8362,5470426.5387,75,10214,36WI,small_airport,Holland Air Park,44.0321998596191,-91.2995986938477,730,NA,US,US-WI,Holmen,no,36WI,,36WI,,,,CTAF,122.9,3200,60,ASPH,1,0
-12291675.4231,4365722.055,76,10265,38AZ,closed,Peabody Bedard Field,36.471699,-110.417999,6564,NA,US,US-AZ,Kayenta,no,,,,,,38AZ,AWOS 2,119.225,7500,75,ASPH,1,0
"-13301454.4128,4258268.7008,77,10268,38CA,closed,Cashen Airport,35.691601,-119.488998,225,NA,US,US-CA,Wasco,no,,,,,,""38CA, 38CA, 38CA"",UNICOM,122.8,4000,100,ASPH,0,0"
-10962665.6914,3100402.4428,78,10312,38XS,small_airport,San Rafael Ranch Airport,26.8152008056641,-98.4793014526367,312,NA,US,US-TX,Santa Elena,no,38XS,,38XS,,,,UNICOM,122.8,6000,75,ASPH,1,0
-7991949.08,5224992.174,79,18674,3B3,small_airport,Sterling Airport,42.4258995056152,-71.7929000854492,459,NA,US,US-MA,Sterling,no,3B3,,3B3,,,,CTAF,122.9,3086,40,ASPH-G,1,0
-9977354.2301,4362801.6935,80,10626,3MO4,small_airport,Penman Airport,36.4506,-89.628098,287,NA,US,US-MO,Portageville,no,3MO4,,3MO4,,,,CTAF,122.9,2600,100,TURF,0,0
-9352332.1361,4855821.2968,81,10702,3OH0,small_airport,Andy Barnhart Memorial Airport,39.930317,-84.013429,895,NA,US,US-OH,New Carlisle,no,3OH0,,3OH0,,,Flying Angels,,122.9,2000,30,ASPH,1,0
-11177033.3372,3516011.6469,82,10788,3TA0,small_airport,Four Square Ranch Airport,30.0969009399414,-100.404998779297,2250,NA,US,US-TX,Rocksprings,no,3TA0,,3TA0,,,,HOUSTON CNTR,126.625,4000,30,ASPH,1,0
-10951030.7505,3519301.5677,83,10793,3TA5,small_airport,Blanco Landing Airport,30.122467,-98.374783,1460,NA,US,US-TX,Blanco,no,3TA5,,3TA5,,,,HOUSTON CNTR,126.625,3450,30,ASPH,0,0
-11160112.727,3444800.3094,84,10794,3TA6,small_airport,Spring Ranch Airport,29.5419006347656,-100.252998352051,1440,NA,US,US-TX,Brackettville,no,3TA6,,3TA6,,,,HOUSTON CNTR,126.625,4280,36,ASPH,0,0
-10913818.1838,3505015.3201,85,10820,3TS1,small_airport,White Wings Airport,30.0114002227783,-98.0404968261719,1083,NA,US,US-TX,Wimberley,no,3TS1,,3TS1,,,,HOUSTON CNTR,126.625,3000,50,ASPH-F,0,0
-10677503.1769,3521176.4759,86,10899,3XS8,small_airport,Ken Ada Ranch Airport,30.137034,-95.917643,250,NA,US,US-TX,Waller,no,3XS8,,3XS8,,,,HOUSTON CNTR,126.625,4200,100,ASPH,1,0
-8341570.3488,4876236.1964,87,6523,00A,heliport,Total Rf Heliport,40.07080078125,-74.9336013793945,11,NA,US,US-PA,Bensalem,no,00A,,00A,,,,,,80,80,ASPH-G,1,0
-16886334.5288,8388110.4,88,6524,00AK,small_airport,Lowell Field,59.947733,-151.692524,450,NA,US,US-AK,Anchor Point,no,00AK,,00AK,,,,,,2500,70,GRVL,0,0
-9659225.8145,4145523.0812,89,6525,00AL,small_airport,Epps Airpark,34.8647994995117,-86.7703018188477,820,NA,US,US-AL,Harvest,no,00AL,,00AL,,,,,,2300,200,TURF,0,0
-17416680.0639,8200577.1625,90,506791,00AN,small_airport,Katmai Lodge Airport,59.093287,-156.456699,80,NA,US,US-AK,King Salmon,no,00AN,,00AN,,,,,,4517,60,GVL,0,0
-10158448.7778,4246911.8194,91,6526,00AR,closed,Newport Hospital & Clinic Heliport,35.6087,-91.254898,237,NA,US,US-AR,Newport,no,,,,,,00AR,,,40,40,GRASS,0,0
-10889052.11,4156110.9871,92,322127,00AS,small_airport,Fulton Airport,34.9428028,-97.8180194,1100,NA,US,US-OK,Alex,no,00AS,,00AS,,,,,,1450,60,Turf,0,0
-12486150.7868,4069910.7205,93,6527,00AZ,small_airport,Cordes Airport,34.3055992126465,-112.165000915527,3810,NA,US,US-AZ,Cordes,no,00AZ,,00AZ,,,,,,1700,60,GRAVEL,0,0
-11615521.17,4956775.2424,94,6529,00CO,closed,Cass Field,40.622202,-104.344002,4830,NA,US,US-CO,Briggsdale,no,,,,,,00CO,,,3900,20,TURF-G,0,0
-9152577.4106,3330603.0604,95,6531,00FA,small_airport,Grass Patch Airport,28.6455001831055,-82.2190017700195,53,NA,US,US-FL,Bushnell,no,00FA,,00FA,,,,,,3200,100,TURF,0,0
-9166647.7745,3356136.1024,96,6532,00FD,closed,Ringhaver Heliport,28.8466,-82.345398,25,NA,US,US-FL,Riverview,no,,,,,,00FD,,,74,74,TURF,0,0
-9013450.1289,3152349.3658,97,6533,00FL,small_airport,River Oak Airport,27.230899810791,-80.9692001342773,35,NA,US,US-FL,Okeechobee,no,00FL,,00FL,,,,,,4090,100,TURF,0,0
-9358440.1631,3997625.7632,98,6534,00GA,small_airport,Lt World Airport,33.7675018310547,-84.0682983398438,700,NA,US,US-GA,Lithonia,no,00GA,,00GA,,,,,,2600,80,TURF,0,0
-9432877.7989,4013770.6449,99,6535,00GE,heliport,Caffrey Heliport,33.887982,-84.736983,957,NA,US,US-GA,Hiram,no,00GE,,00GE,,,,,,125,95,ASPH,1,0
-17363430.1628,2253243.8605,100,6536,00HI,heliport,Kaupulehu Heliport,19.832881,-155.978347,43,OC,US,US-HI,Kailua-Kona,no,00HI,,00HI,,,,,,1155,45,ASPH-G,0,0
-12936882.9565,6131062.0121,101,6537,00ID,small_airport,Delta Shores Airport,48.1453018188477,-116.213996887207,2064,NA,US,US-ID,Clark Fork,no,00ID,,00ID,,,,,,3300,40,TURF,0,0
-9969818.3459,5157744.5675,102,6539,00IL,small_airport,Hammer Airport,41.978401,-89.560402,840,NA,US,US-IL,Polo,no,00IL,,00IL,,,Radio Ranch,,,2500,75,TURF-F,0,0
-9713805.2498,5088067.9635,103,6540,00IN,heliport,St Mary Medical Center Heliport,41.5113983154297,-87.2605972290039,634,NA,US,US-IN,Hobart,no,00IN,,00IN,,,,,,40,40,MATS,1,0
-9921116.0594,4869663.1623,104,6541,00IS,small_airport,Hayenga's Cant Find Farms Airport,40.0256004333496,-89.1229019165039,820,NA,US,US-IL,Kings,no,00IS,,00IS,,,,,,1600,70,TURF,0,0
-10567614.4995,4682755.7009,105,6542,00KS,small_airport,Hayden Farm Airport,38.7277984619141,-94.9304962158203,1100,NA,US,US-KS,Gardner,no,00KS,,00KS,,,,,,2600,85,TURF,0,0
-9419821.6447,4496326.6733,106,6543,00KY,small_airport,Robbins Roost Airport,37.4094009399414,-84.6196975708008,1265,NA,US,US-KY,Stanford,no,00KY,,00KY,,,,,,2100,100,TURF,0,0
-10127940.0015,3528246.3924,107,45437,00LA,heliport,Shell Chemical East Site Heliport,30.191944,-90.980833,15,NA,US,US-LA,Gonzales,no,00LA,,00LA,,,,,,40,40,TURF,0,0
-9985981.3709,4817422.9058,108,6544,00LL,heliport,Ac & R Components Heliport,39.6652984619141,-89.7055969238281,600,NA,US,US-IL,Chatham,no,00LL,,00LL,,,,,,25,25,CONC,0,0
-10289193.5197,3521081.868,109,6545,00LS,small_airport,Lejeune Airport,30.136299,-92.429398,12,NA,US,US-LA,Crowley,no,00LS,,00LS,,,,,,2600,100,TURF,0,0
-8432874.3791,4686937.5934,110,6546,00MD,small_airport,Slater Field,38.7570991516113,-75.7537994384766,45,NA,US,US-MD,Federalsburg,no,00MD,,00MD,,,,,,1700,75,TURF,0,0
-9619863.2928,5457615.3397,111,6547,00MI,heliport,Dow Chemical Heliport,43.9494018554688,-86.4167022705078,588,NA,US,US-MI,Ludington,no,00MI,,00MI,,,,,,100,100,TURF,0,0
-10653308.9012,5828555.3343,112,6548,00MN,small_airport,Battle Lake Municipal Airport,46.2999992370605,-95.7003021240234,1365,NA,US,US-MN,Battle Lake,no,00MN,,00MN,,,,,,2949,200,TURF-G,1,0
-10509940.2138,4467412.4214,113,6549,00MO,small_airport,Cooper Flying Service Airport,37.202800750732,-94.412399291992,970,NA,US,US-MO,Alba,no,00MO,,00MO,,,5K8,,,2400,25,TURF,0,0
-8369578.5746,4789682.1177,114,6551,00N,small_airport,Bucks Airport,39.473201751709,-75.1852035522461,105,NA,US,US-NJ,Bridgeton,no,00N,,00N,,,,,,1900,150,TURF-G,1,0
-8724264.2212,4312351.2764,115,6552,00NC,small_airport,North Raleigh Airport,36.0852012634277,-78.3713989257812,348,NA,US,US-NC,Louisburg,no,00NC,,00NC,,,,,,2650,36,ASPH-G,0,0
-8290474.7434,4941929.4105,116,6553,00NJ,heliport,Colgate-Piscataway Heliport,40.5209007263184,-74.4746017456055,78,NA,US,US-NJ,New Brunswick,no,00NJ,,00NJ,,,,,,50,50,ASPH,0,0
-8401282.1928,4244999.0454,117,506039,00NR,heliport,Rodanthe Dare County Heliport,35.594729,-75.470002,8,NA,US,US-NC,Rodanthe,no,00NR,,00NR,,,,,,50,50,CON,1,0
-8627227.4138,5296778.4965,118,6554,00NY,small_airport,Weiss Airfield,42.9001007080078,-77.4997024536133,1000,NA,US,US-NY,West Bloomfield,no,00NY,,00NY,,,,,,2350,80,TURF,1,0
"-9366598.1741,5099830.7713,119,6555,00OH,closed,Exit 3 Airport,41.590476,-84.141583,785,NA,US,US-OH,Wauseon,no,,,,,,""64D, 00OH"",,,2695,90,TURF-G,0,0"
